event_starttime,hgc_x,hgc_y
2004-01-01T00:00:00,124.61778,-5
2004-01-01T00:00:00,-102.38222,9
2004-01-02T00:00:00,-170.55276,-19
2004-01-02T00:00:00,123.44724,-6
2004-01-02T00:00:00,78.44724,-11
2004-01-03T00:00:00,-170.72306,-19
2004-01-03T00:00:00,75.27694,-11
2004-01-03T00:00:00,123.27694,-6
2004-01-04T00:00:00,-170.89312,-18
2004-01-04T00:00:00,123.10688,-5
2004-01-04T00:00:00,74.10688,-12
2004-01-05T00:00:00,73.93706,-10
2004-01-05T00:00:00,-172.06294,-21
2004-01-05T00:00:00,124.93706,-5
2004-01-06T00:00:00,73.767462,-11
2004-01-06T00:00:00,-175.232538,-22
2004-01-06T00:00:00,121.767462,-6
2004-01-07T00:00:00,125.598093,-7
2004-01-07T00:00:00,9.59809300000001,4
2004-01-07T00:00:00,73.598093,-10
2004-01-08T00:00:00,8.428944,5
2004-01-08T00:00:00,76.428944,-12
2004-01-08T00:00:00,43.428944,9
2004-01-08T00:00:00,68.428944,7
2004-01-09T00:00:00,63.26001,5
2004-01-09T00:00:00,9.26001,4
2004-01-09T00:00:00,75.26001,-11
2004-01-09T00:00:00,44.26001,9
2004-01-10T00:00:00,74.091284,-12
2004-01-10T00:00:00,9.091284,5
2004-01-11T00:00:00,73.922761,-12
2004-01-11T00:00:00,8.922761,5
2004-01-12T00:00:00,8.754433,5
2004-01-12T00:00:00,73.754433,-12
2004-01-13T00:00:00,74.5862946,-12
2004-01-13T00:00:00,9.5862946,5
2004-01-13T00:00:00,-69.4137054,-11
2004-01-14T00:00:00,9.41834,5
2004-01-14T00:00:00,-74.58166,-11
2004-01-14T00:00:00,74.41834,-12
2004-01-15T00:00:00,9.25056000000001,4
2004-01-15T00:00:00,-78.74944,-13
2004-01-16T00:00:00,-75.91706,-13
2004-01-16T00:00:00,10.08294,4
2004-01-16T00:00:00,-29.91706,-9
2004-01-17T00:00:00,10.91549,4
2004-01-17T00:00:00,-28.08451,-9
2004-01-17T00:00:00,-74.08451,-13
2004-01-17T00:00:00,-100.08451,11
2004-01-18T00:00:00,-28.25182,-9
2004-01-18T00:00:00,10.74818,4
2004-01-18T00:00:00,-74.25182,-14
2004-01-18T00:00:00,-102.25182,11
2004-01-19T00:00:00,-74.41898,-14
2004-01-19T00:00:00,10.58102,4
2004-01-19T00:00:00,-28.41898,-10
2004-01-20T00:00:00,-27.58602,-9
2004-01-20T00:00:00,-100.58602,8
2004-01-20T00:00:00,-75.58602,-14
2004-01-20T00:00:00,-90.58602,-18
2004-01-21T00:00:00,-76.75292,-14
2004-01-21T00:00:00,-90.75292,-17
2004-01-21T00:00:00,-107.75292,8
2004-01-21T00:00:00,-95.75292,10
2004-01-22T00:00:00,-95.91972,10
2004-01-22T00:00:00,-76.91972,-14
2004-01-22T00:00:00,-90.91972,-16
2004-01-22T00:00:00,-107.91972,8
2004-01-23T00:00:00,-77.08641,-14
2004-01-23T00:00:00,-96.08641,10
2004-01-23T00:00:00,-91.08641,-16
2004-01-23T00:00:00,-108.08641,8
2004-01-24T00:00:00,-108.25301,8
2004-01-24T00:00:00,-77.25301,-14
2004-01-24T00:00:00,-91.25301,-16
2004-01-24T00:00:00,-96.25301,10
2004-01-25T00:00:00,-91.41952,-16
2004-01-25T00:00:00,-107.41952,8
2004-01-25T00:00:00,-90.41952,10
2004-01-25T00:00:00,-70.41952,-14
2004-01-26T00:00:00,-93.58597,9
2004-01-26T00:00:00,-107.58597,8
2004-01-26T00:00:00,-73.58597,-15
2004-01-26T00:00:00,-92.58597,-16
2004-01-27T00:00:00,-88.75235,-17
2004-01-27T00:00:00,-101.75235,3
2004-01-27T00:00:00,-95.75235,6
2004-01-30T00:00:00,161.74875,-20
2004-01-30T00:00:00,74.74875,-12
2004-01-31T00:00:00,161.58249,-20
2004-01-31T00:00:00,115.58249,-9
2004-01-31T00:00:00,74.58249,-11
2004-02-01T00:00:00,115.41624,-10
2004-02-01T00:00:00,75.41624,-12
2004-02-01T00:00:00,46.41624,13
2004-02-01T00:00:00,86.41624,6
2004-02-02T00:00:00,115.24997,-10
2004-02-02T00:00:00,86.24997,6
2004-02-02T00:00:00,76.24997,-12
2004-02-02T00:00:00,46.24997,14
2004-02-03T00:00:00,104.083672,-8
2004-02-03T00:00:00,75.083672,-12
2004-02-03T00:00:00,72.083672,-8
2004-02-03T00:00:00,49.083672,14
2004-02-03T00:00:00,26.083672,-6
2004-02-03T00:00:00,117.083672,-9
2004-02-04T00:00:00,25.917338,-5
2004-02-04T00:00:00,70.917338,-7
2004-02-04T00:00:00,74.917338,-12
2004-02-04T00:00:00,102.917338,-9
2004-02-04T00:00:00,116.917338,-9
2004-02-04T00:00:00,46.917338,14
2004-02-05T00:00:00,46.750952,14
2004-02-05T00:00:00,24.750952,-6
