event_starttime,hgc_x,hgc_y
2005-01-01T00:00:00,-20.117767,4
2005-01-01T00:00:00,-23.117767,-14
2005-01-01T00:00:00,69.882233,7
2005-01-02T00:00:00,-20.28812716,5
2005-01-02T00:00:00,-23.28812716,-14
2005-01-02T00:00:00,73.71187284,7
2005-01-03T00:00:00,-20.45825,5
2005-01-03T00:00:00,-23.45825,-13
2005-01-03T00:00:00,73.54175,8
2005-01-04T00:00:00,-24.62813,-13
2005-01-04T00:00:00,-21.62813,4
2005-01-05T00:00:00,-19.79779,5
2005-01-05T00:00:00,-22.79779,-13
2005-01-06T00:00:00,-18.96721,4
2005-01-07T00:00:00,-19.13642,4
2005-01-08T00:00:00,-156.30541,-9
2005-01-08T00:00:00,-19.30541,6
2005-01-09T00:00:00,-158.47419,-8
2005-01-09T00:00:00,-173.47419,-9
2005-01-09T00:00:00,-22.47419,8
2005-01-10T00:00:00,-158.64276,-8
2005-01-10T00:00:00,-168.64276,-8
2005-01-11T00:00:00,177.18886,9
2005-01-11T00:00:00,-169.81114,-10
2005-01-11T00:00:00,-161.81114,-8
2005-01-12T00:00:00,177.02067,13
2005-01-12T00:00:00,-162.97933,-6
2005-01-13T00:00:00,178.85267,13
2005-01-13T00:00:00,-163.14733,-7
2005-01-14T00:00:00,-164.31516,-7
2005-01-14T00:00:00,178.68484,13
2005-01-15T00:00:00,-164.48281,-5
2005-01-15T00:00:00,179.51719,13
2005-01-16T00:00:00,-162.65031,-7
2005-01-16T00:00:00,179.34969,13
2005-01-17T00:00:00,178.18235,13
2005-01-17T00:00:00,159.18235,19
2005-01-17T00:00:00,149.18235,-3
2005-01-17T00:00:00,-162.81765,-7
2005-01-18T00:00:00,-162.98485,-7
2005-01-18T00:00:00,-179.98485,13
2005-01-18T00:00:00,148.01515,-3
2005-01-18T00:00:00,73.01515,6
2005-01-19T00:00:00,-159.15192,-7
2005-01-19T00:00:00,-179.15192,13
2005-01-19T00:00:00,161.84808,19
2005-01-19T00:00:00,73.84808,7
2005-01-19T00:00:00,143.84808,-12
2005-01-20T00:00:00,-160.31886,-6
2005-01-20T00:00:00,179.68114,14
2005-01-20T00:00:00,71.68114,6
2005-01-21T00:00:00,-179.48568,14
2005-01-21T00:00:00,-161.48568,-7
2005-01-21T00:00:00,75.51432,6
2005-01-22T00:00:00,-179.652398,13
2005-01-22T00:00:00,133.347602,-4
2005-01-22T00:00:00,75.347602,6
2005-01-22T00:00:00,70.347602,-2
2005-01-23T00:00:00,133.180981,-4
2005-01-23T00:00:00,77.180981,7
2005-01-23T00:00:00,177.180981,11
2005-01-23T00:00:00,70.180981,-1
2005-01-24T00:00:00,75.014446,6
2005-01-24T00:00:00,135.014446,-3
2005-01-24T00:00:00,73.014446,-1
2005-01-25T00:00:00,74.847985,6
2005-01-25T00:00:00,134.847985,-3
2005-01-25T00:00:00,19.847985,-9
2005-01-26T00:00:00,134.681588,-3
2005-01-26T00:00:00,74.681588,6
2005-01-26T00:00:00,-21.318412,-14
2005-01-26T00:00:00,19.681588,-9
2005-01-27T00:00:00,75.515243,6
2005-01-27T00:00:00,20.515243,-9
2005-01-27T00:00:00,-21.484757,-14
2005-01-28T00:00:00,20.348938,-9
2005-01-28T00:00:00,-17.651062,-14
2005-01-28T00:00:00,75.348938,6
2005-01-29T00:00:00,75.1826625,5
2005-01-29T00:00:00,21.1826625,-5
2005-01-29T00:00:00,-18.8173375,-14
2005-01-30T00:00:00,76.0164,6
2005-01-30T00:00:00,18.0164,-10
2005-01-31T00:00:00,20.85015,-9
2005-01-31T00:00:00,-22.14985,-13
2005-02-01T00:00:00,-22.31612,-11
2005-02-01T00:00:00,-52.31612,-10
2005-02-01T00:00:00,18.68388,-9
2005-02-02T00:00:00,-53.48241,-8
2005-02-02T00:00:00,20.51759,-9
2005-02-03T00:00:00,23.35127,-8
2005-02-03T00:00:00,-50.64873,-10
2005-02-04T00:00:00,-48.8151,-11
2005-02-04T00:00:00,23.1849,-10
2005-02-05T00:00:00,-159.98153,-20
2005-02-05T00:00:00,-47.98153,-11
2005-02-06T00:00:00,-48.14804,-11
2005-02-06T00:00:00,-160.14804,-20
2005-02-07T00:00:00,-47.31464,-11
2005-02-07T00:00:00,-140.31464,-2
2005-02-07T00:00:00,-159.31464,-20
2005-02-07T00:00:00,176.68536,9
2005-02-08T00:00:00,155.51865,-9
2005-02-08T00:00:00,-140.48135,-2
2005-02-08T00:00:00,-47.48135,-11
2005-02-08T00:00:00,176.51865,9
2005-02-08T00:00:00,-159.48135,-20
2005-02-09T00:00:00,-176.64817,12
2005-02-09T00:00:00,153.35183,-8
2005-02-09T00:00:00,-159.64817,-20
2005-02-10T00:00:00,179.18487,14
2005-02-10T00:00:00,153.18487,-8
2005-02-10T00:00:00,136.18487,-4
2005-02-10T00:00:00,-161.81513,-21
2005-02-11T00:00:00,-160.98224,-20
2005-02-11T00:00:00,154.01776,-8
2005-02-11T00:00:00,137.01776,-4
2005-02-11T00:00:00,120.01776,-8
2005-02-11T00:00:00,177.01776,17
2005-02-12T00:00:00,136.85049,-4
2005-02-12T00:00:00,-160.14951,-20
2005-02-12T00:00:00,149.85049,-8
2005-02-12T00:00:00,-175.14951,11
2005-02-12T00:00:00,120.85049,-8
2005-02-13T00:00:00,-160.31696,-20
2005-02-13T00:00:00,120.68304,-8
2005-02-13T00:00:00,136.68304,-5
2005-02-13T00:00:00,153.68304,-8
2005-02-13T00:00:00,-175.31696,11
2005-02-14T00:00:00,120.5154,-9
2005-02-14T00:00:00,-161.4846,-19
2005-02-14T00:00:00,-175.4846,12
2005-02-14T00:00:00,153.5154,-9
2005-02-14T00:00:00,137.5154,-4
2005-02-15T00:00:00,-161.65245,-19
2005-02-15T00:00:00,-175.65245,12
2005-02-15T00:00:00,154.34755,-9
2005-02-15T00:00:00,137.34755,-5
2005-02-15T00:00:00,121.34755,-8
2005-02-16T00:00:00,154.17947,-8
2005-02-16T00:00:00,138.17947,-4
2005-02-16T00:00:00,122.17947,-8
2005-02-16T00:00:00,-171.82053,8
2005-02-17T00:00:00,121.01115,-7
2005-02-17T00:00:00,154.01115,-8
2005-02-17T00:00:00,138.01115,-4
2005-02-18T00:00:00,119.84258,-10
2005-02-18T00:00:00,153.84258,-8
2005-02-18T00:00:00,135.84258,-5
2005-02-19T00:00:00,138.673732,-5
2005-02-19T00:00:00,155.673732,-9
2005-02-19T00:00:00,120.673732,-9
2005-02-20T00:00:00,138.504601,-5
2005-02-20T00:00:00,120.504601,-9
2005-02-20T00:00:00,155.504601,-8
2005-02-21T00:00:00,138.335167,-5
2005-02-21T00:00:00,120.335167,-9
2005-02-21T00:00:00,155.335167,-8
2005-02-21T00:00:00,112.335167,13
2005-02-22T00:00:00,120.165414,-9
2005-02-22T00:00:00,112.165414,13
2005-02-23T00:00:00,120.995328,-9
2005-02-23T00:00:00,112.995328,13
2005-02-24T00:00:00,114.824892,13
2005-02-24T00:00:00,12.824892,-10
2005-02-24T00:00:00,53.824892,-7
2005-02-24T00:00:00,119.824892,-9
2005-02-25T00:00:00,53.6540914,-9
2005-02-26T00:00:00,55.48291,-11
2005-02-27T00:00:00,-68.68867,-4
2005-02-27T00:00:00,55.31133,-11
2005-02-28T00:00:00,-67.86066,-4
2005-03-01T00:00:00,-64.03307,-4
2005-03-02T00:00:00,-66.20593,-3
2005-03-03T00:00:00,-45.37924,-7
2005-03-04T00:00:00,-45.55303,-7
2005-03-04T00:00:00,-66.55303,-3
2005-03-05T00:00:00,-165.7273,12
2005-03-06T00:00:00,-165.90208,12
2005-03-07T00:00:00,-166.07737,12
2005-03-08T00:00:00,-165.25319,13
2005-03-08T00:00:00,157.74681,-5
2005-03-08T00:00:00,-68.25319,-4
2005-03-09T00:00:00,-67.42955,-7
2005-03-09T00:00:00,155.57045,-6
2005-03-09T00:00:00,-165.42955,14
2005-03-10T00:00:00,155.39353,-6
2005-03-10T00:00:00,122.39353,-9
2005-03-10T00:00:00,-164.60647,12
2005-03-10T00:00:00,-69.60647,-8
2005-03-11T00:00:00,154.21604,-5
2005-03-11T00:00:00,-163.78396,13
2005-03-11T00:00:00,122.21604,-7
2005-03-12T00:00:00,155.03796,-5
2005-03-12T00:00:00,-161.96204,12
2005-03-12T00:00:00,122.03796,-7
2005-03-13T00:00:00,155.85929,-6
2005-03-13T00:00:00,-160.14071,12
2005-03-13T00:00:00,122.85929,-8
2005-03-14T00:00:00,121.68,-7
2005-03-14T00:00:00,-157.32,12
2005-03-14T00:00:00,157.68,-5
2005-03-15T00:00:00,156.5001,-5
2005-03-15T00:00:00,122.5001,-7
2005-03-15T00:00:00,-159.4999,12
2005-03-16T00:00:00,-160.68044,10
2005-03-16T00:00:00,158.31956,-5
2005-03-16T00:00:00,123.31956,-8
2005-03-17T00:00:00,156.13837,-6
2005-03-17T00:00:00,123.13837,-8
2005-03-18T00:00:00,123.956524,-8
2005-03-18T00:00:00,157.956524,-6
2005-03-19T00:00:00,123.774009,-8
2005-03-19T00:00:00,159.774009,-6
2005-03-20T00:00:00,123.590815,-8
2005-03-20T00:00:00,159.590815,-6
2005-03-21T00:00:00,123.40691,-8
2005-03-21T00:00:00,52.40691,-12
2005-03-22T00:00:00,124.222325,-8
2005-03-22T00:00:00,53.222325,-12
2005-03-22T00:00:00,-13.777675,12
2005-03-23T00:00:00,53.037029,-13
2005-03-23T00:00:00,-15.962971,12
2005-03-23T00:00:00,123.037029,-8
2005-03-24T00:00:00,-16.148986,12
2005-03-24T00:00:00,53.851014,-13
2005-03-24T00:00:00,6.851014,-11
2005-03-25T00:00:00,53.66427063,-13
