event_starttime,hgc_x,hgc_y
2017-01-01T00:00:00,-165.40913,11
2017-01-04T00:00:00,141.080413,-8
2017-01-13T00:00:00,-106.439,3
2017-01-14T00:00:00,-114.60685,8
2017-01-14T00:00:00,-105.60685,3
2017-01-15T00:00:00,-115.77452,8
2017-01-15T00:00:00,-105.77452,3
2017-01-16T00:00:00,-115.94204,9
2017-01-16T00:00:00,-104.94204,3
2017-01-17T00:00:00,-116.1094,8
2017-01-17T00:00:00,-105.1094,1
2017-01-18T00:00:00,-116.27661,8
2017-01-18T00:00:00,-106.27661,1
2017-01-19T00:00:00,-116.44369,7
2017-01-19T00:00:00,-106.44369,0
2017-01-20T00:00:00,-115.61065,8
2017-01-20T00:00:00,-106.61065,0
2017-01-21T00:00:00,-115.77748,8
2017-01-21T00:00:00,-167.77748,5
2017-01-21T00:00:00,171.22252,12
2017-01-21T00:00:00,-104.77748,0
2017-01-22T00:00:00,-167.94421,6
2017-01-22T00:00:00,-115.94421,8
2017-01-22T00:00:00,171.05579,12
2017-01-22T00:00:00,-104.94421,1
2017-01-23T00:00:00,-116.11084,8
2017-01-23T00:00:00,-167.11084,6
2017-01-23T00:00:00,172.88916,12
2017-01-23T00:00:00,-104.11084,1
2017-01-24T00:00:00,-167.27738,6
2017-01-24T00:00:00,-116.27738,8
2017-01-24T00:00:00,173.72262,12
2017-01-25T00:00:00,172.55615,13
2017-01-25T00:00:00,108.55615,15
2017-01-25T00:00:00,-167.44385,6
2017-01-25T00:00:00,-118.44385,8
2017-01-26T00:00:00,176.38975,12
2017-01-26T00:00:00,110.38975,15
2017-01-26T00:00:00,-166.61025,6
2017-01-27T00:00:00,175.2234,11
2017-01-27T00:00:00,110.2234,15
2017-01-28T00:00:00,110.05709,15
2017-01-28T00:00:00,176.05709,12
2017-01-29T00:00:00,109.89082,15
2017-01-29T00:00:00,178.89082,12
2017-01-30T00:00:00,-179.27544,11
2017-01-30T00:00:00,111.72456,15
2017-01-31T00:00:00,110.558301,15
2017-01-31T00:00:00,112.558301,-4
2017-01-31T00:00:00,34.558301,16
2017-02-01T00:00:00,113.392039,15
2017-02-01T00:00:00,113.392039,-5
2017-02-01T00:00:00,83.392039,14
2017-02-02T00:00:00,113.225756,15
2017-02-02T00:00:00,84.225756,14
2017-02-03T00:00:00,85.05944,14
2017-02-03T00:00:00,100.05944,14
2017-02-03T00:00:00,114.05944,16
2017-02-04T00:00:00,99.893076,15
2017-02-04T00:00:00,113.893076,16
2017-02-04T00:00:00,85.893076,16
2017-02-05T00:00:00,86.726652,16
2017-02-05T00:00:00,114.726652,16
2017-02-06T00:00:00,85.5601522,14
2017-02-06T00:00:00,-60.4398478,2
2017-02-07T00:00:00,-59.60644,5
2017-02-08T00:00:00,-60.77313,3
2017-02-10T00:00:00,-56.10688,13
2017-02-11T00:00:00,-56.27397,14
2017-02-12T00:00:00,-54.44122,12
2017-02-13T00:00:00,-55.60865,12
2017-02-14T00:00:00,-55.77627,12
2017-02-15T00:00:00,-55.9441,12
2017-02-16T00:00:00,-175.11215,11
2017-02-16T00:00:00,-56.11215,13
2017-02-17T00:00:00,-55.28044,13
2017-02-17T00:00:00,-175.28044,11
2017-02-18T00:00:00,-175.44898,11
2017-02-19T00:00:00,-176.6178,11
2017-02-20T00:00:00,-175.78689,11
2017-02-20T00:00:00,124.21311,-3
2017-02-21T00:00:00,125.04371,-4
2017-02-21T00:00:00,114.04371,18
2017-02-22T00:00:00,109.87399,18
2017-02-23T00:00:00,110.70394,19
2017-02-24T00:00:00,112.53354,18
2017-02-25T00:00:00,111.36278,18
2017-02-25T00:00:00,153.36278,-9
2017-02-26T00:00:00,109.19164,18
2017-02-26T00:00:00,154.19164,-8
2017-02-27T00:00:00,109.02011,18
2017-02-27T00:00:00,154.02011,-8
