event_starttime,hgc_x,hgc_y
2008-01-02T00:00:00,-120.98322,-7
2008-01-03T00:00:00,-123.15353,-8
2008-01-04T00:00:00,-120.3236,-6
2008-01-05T00:00:00,-113.49343,30
2008-01-05T00:00:00,-120.49343,-6
2008-01-06T00:00:00,-118.66304,29
2008-01-07T00:00:00,-113.83241,27
2008-01-08T00:00:00,-128.00157,-6
2008-01-09T00:00:00,-121.17051,-8
2008-01-30T00:00:00,-113.68187,-9
2008-01-31T00:00:00,-113.84812,-9
2008-02-01T00:00:00,-112.01438,-8
2008-02-02T00:00:00,-114.18065,-10
2008-02-03T00:00:00,-111.34694,-8
2008-02-04T00:00:00,-110.51327,-8
2008-02-05T00:00:00,-112.67966,-9
2008-02-26T00:00:00,-17.21149,-1
2008-02-27T00:00:00,-15.38276,-6
2008-02-28T00:00:00,-15.55443,-5
2008-02-29T00:00:00,-14.72651,-6
2008-03-06T00:00:00,-105.76857,-5
2008-03-07T00:00:00,-107.94397,-8
2008-03-11T00:00:00,-157.65107,-10
2008-03-16T00:00:00,94.451761,-4
2008-03-17T00:00:00,96.270428,-4
2008-03-18T00:00:00,98.088434,-4
2008-03-24T00:00:00,-102.01802,-8
2008-03-25T00:00:00,-124.20492,-9
2008-03-25T00:00:00,-101.20492,-8
2008-03-26T00:00:00,-101.39257,-8
2008-03-26T00:00:00,-155.39257,-10
2008-03-26T00:00:00,-125.39257,-9
2008-03-27T00:00:00,-100.58096,-8
2008-03-27T00:00:00,-154.58096,-12
2008-03-27T00:00:00,-125.58096,-9
2008-03-28T00:00:00,-152.77011,-13
2008-03-28T00:00:00,-99.77011,-7
2008-03-28T00:00:00,-124.77011,-9
2008-03-29T00:00:00,-99.96002,-8
2008-03-29T00:00:00,-153.96002,-12
2008-03-29T00:00:00,-124.96002,-8
2008-03-30T00:00:00,-154.1507,-12
2008-03-30T00:00:00,-100.1507,-6
2008-03-30T00:00:00,-125.1507,-8
2008-03-31T00:00:00,-123.34215,-6
2008-03-31T00:00:00,-98.34215,-6
2008-03-31T00:00:00,-152.34215,-12
2008-04-01T00:00:00,-99.53439,-7
2008-04-01T00:00:00,-122.53439,-7
2008-04-01T00:00:00,-156.53439,-11
2008-04-02T00:00:00,-120.72741,-7
2008-04-02T00:00:00,-95.72741,-8
2008-04-03T00:00:00,-94.92122,-8
2008-04-03T00:00:00,-120.92122,-7
2008-04-04T00:00:00,-119.11582,-6
2008-04-15T00:00:00,-2.309814,26
2008-04-16T00:00:00,-0.5141484,27
2008-04-20T00:00:00,-77.33958,-9
2008-04-21T00:00:00,-76.54795,-10
2008-04-23T00:00:00,-86.96707,13
2008-04-24T00:00:00,-84.17781,13
2008-04-25T00:00:00,-82.38934,13
2008-05-05T00:00:00,86.45381,-29
2008-05-06T00:00:00,86.23414,-31
2008-05-17T00:00:00,-67.22519,12
2008-05-17T00:00:00,-49.22519,-11
2008-05-17T00:00:00,-104.22519,13
2008-05-18T00:00:00,-67.45236,11
2008-05-18T00:00:00,-104.45236,10
2008-05-19T00:00:00,-103.68007,10
2008-05-19T00:00:00,-49.68007,-12
2008-05-20T00:00:00,-102.90832,9
2008-05-20T00:00:00,-48.90832,-12
2008-05-21T00:00:00,-48.13707,-12
2008-05-21T00:00:00,-103.13707,10
2008-05-27T00:00:00,-176.51961,-8
2008-06-11T00:00:00,-69.033,-9
2008-06-12T00:00:00,-67.26917,-9
2008-06-13T00:00:00,-68.5055,-9
2008-06-14T00:00:00,-67.74196,-10
2008-06-17T00:00:00,-155.45196,-2
2008-06-18T00:00:00,-154.68879,-2
2008-06-19T00:00:00,-158.92567,-3
2008-06-20T00:00:00,-155.16258,-3
2008-06-21T00:00:00,-154.39951,-2
2008-06-22T00:00:00,-153.63644,-2
2008-06-23T00:00:00,-152.87336,-2
2008-07-19T00:00:00,177.02048,-13
2008-07-20T00:00:00,177.7894,-12
2008-07-21T00:00:00,179.55871,-12
2008-09-12T00:00:00,-179.96373,6
2008-09-23T00:00:00,75.823571,25
2008-09-24T00:00:00,75.625043,26
2008-10-05T00:00:00,-137.53274,-23
2008-10-11T00:00:00,-171.69132,-8
2008-10-12T00:00:00,116.11673,26
2008-10-13T00:00:00,116.9251,27
2008-10-14T00:00:00,118.73378,26
2008-10-15T00:00:00,120.54277,27
2008-10-16T00:00:00,120.35206,26
2008-10-17T00:00:00,155.16165,-27
2008-10-17T00:00:00,121.16165,26
2008-10-18T00:00:00,156.971533,-26
2008-10-31T00:00:00,-107.4748,35
2008-11-01T00:00:00,-109.66114,34
2008-11-02T00:00:00,-108.84723,35
2008-11-03T00:00:00,-107.03307,35
2008-11-04T00:00:00,-107.21865,35
2008-11-05T00:00:00,-106.40399,36
2008-11-06T00:00:00,-99.58909,35
2008-11-07T00:00:00,-100.77393,35
2008-11-11T00:00:00,121.48913,33
2008-11-12T00:00:00,118.30551,33
2008-11-13T00:00:00,120.122128,33
2008-11-14T00:00:00,120.938994,33
2008-11-15T00:00:00,122.756105,33
2008-11-16T00:00:00,121.57346,32
2008-11-17T00:00:00,121.391061,33
2008-11-18T00:00:00,121.208909,33
2008-12-11T00:00:00,146.089675,-26
2008-12-12T00:00:00,146.913745,-25
2008-12-13T00:00:00,150.738087,-25
