event_starttime,hgc_x,hgc_y
2016-01-01T00:00:00,-25.67357,-21
2016-01-02T00:00:00,-159.84414,-11
2016-01-02T00:00:00,-173.84414,12
2016-01-02T00:00:00,-25.84414,-21
2016-01-03T00:00:00,-159.01447,-10
2016-01-03T00:00:00,-173.01447,12
2016-01-03T00:00:00,-23.01447,-21
2016-01-03T00:00:00,-165.01447,7
2016-01-04T00:00:00,-159.18455,-10
2016-01-04T00:00:00,-172.18455,12
2016-01-04T00:00:00,-163.18455,7
2016-01-05T00:00:00,-171.35441,12
2016-01-05T00:00:00,-162.35441,7
2016-01-05T00:00:00,-143.35441,11
2016-01-05T00:00:00,-158.35441,-10
2016-01-06T00:00:00,-170.52403,12
2016-01-06T00:00:00,-157.52403,-10
2016-01-07T00:00:00,-169.69342,12
2016-01-07T00:00:00,121.30658,4
2016-01-07T00:00:00,-156.69342,-9
2016-01-08T00:00:00,-155.8626,-9
2016-01-08T00:00:00,-122.8626,-18
2016-01-08T00:00:00,-168.8626,12
2016-01-08T00:00:00,124.1374,3
2016-01-09T00:00:00,-122.03156,-18
2016-01-09T00:00:00,125.96844,3
2016-01-09T00:00:00,178.96844,3
2016-01-09T00:00:00,-163.03156,7
2016-01-09T00:00:00,-170.03156,12
2016-01-09T00:00:00,124.96844,16
2016-01-10T00:00:00,-171.20031,11
2016-01-10T00:00:00,-164.20031,6
2016-01-10T00:00:00,-123.20031,-19
2016-01-10T00:00:00,125.79969,17
2016-01-10T00:00:00,178.79969,2
2016-01-10T00:00:00,123.79969,3
2016-01-11T00:00:00,-172.36885,12
2016-01-11T00:00:00,178.63115,2
2016-01-11T00:00:00,125.63115,17
2016-01-11T00:00:00,125.63115,2
2016-01-11T00:00:00,94.63115,5
2016-01-12T00:00:00,124.4628,3
2016-01-12T00:00:00,-171.5372,12
2016-01-12T00:00:00,126.4628,17
2016-01-13T00:00:00,125.29464,17
2016-01-13T00:00:00,124.29464,3
2016-01-14T00:00:00,125.12666,18
2016-01-14T00:00:00,126.12666,3
2016-01-15T00:00:00,29.95886,13
