event_starttime,hgc_x,hgc_y
2015-01-01T00:00:00,46.891377,-13
2015-01-01T00:00:00,3.891377,-6
2015-01-01T00:00:00,27.891377,-20
2015-01-01T00:00:00,107.891377,19
2015-01-01T00:00:00,42.891377,-22
2015-01-01T00:00:00,80.891377,-19
2015-01-02T00:00:00,-37.279129,-14
2015-01-02T00:00:00,3.720871,-7
2015-01-02T00:00:00,43.720871,-22
2015-01-02T00:00:00,47.720871,-13
2015-01-02T00:00:00,80.720871,-19
2015-01-02T00:00:00,27.720871,-20
2015-01-02T00:00:00,107.720871,19
2015-01-03T00:00:00,26.550607,-20
2015-01-03T00:00:00,108.550607,19
2015-01-03T00:00:00,80.550607,-19
2015-01-03T00:00:00,72.550607,-8
2015-01-03T00:00:00,3.550607,-6
2015-01-03T00:00:00,46.550607,-12
2015-01-03T00:00:00,46.550607,-22
2015-01-03T00:00:00,-37.449393,-14
2015-01-04T00:00:00,-38.619419,-15
2015-01-04T00:00:00,47.380581,-22
2015-01-04T00:00:00,3.380581,-7
2015-01-04T00:00:00,47.380581,-13
2015-01-04T00:00:00,80.380581,-19
2015-01-04T00:00:00,73.380581,-8
2015-01-04T00:00:00,27.380581,-20
2015-01-05T00:00:00,47.21079,-13
2015-01-05T00:00:00,73.21079,-8
2015-01-05T00:00:00,26.21079,-20
2015-01-05T00:00:00,3.21078999999997,-7
2015-01-05T00:00:00,-38.78921,-16
2015-01-05T00:00:00,81.21079,-19
2015-01-06T00:00:00,-37.95877,-16
2015-01-06T00:00:00,4.04122999999998,-7
2015-01-06T00:00:00,46.04123,-13
2015-01-06T00:00:00,76.04123,-6
2015-01-06T00:00:00,27.04123,-19
2015-01-07T00:00:00,-98.12811,14
2015-01-07T00:00:00,-38.12811,-16
2015-01-07T00:00:00,26.87189,-20
2015-01-07T00:00:00,-39.12811,5
2015-01-07T00:00:00,2.87189000000001,-6
2015-01-07T00:00:00,46.87189,-13
2015-01-08T00:00:00,25.70277,-19
2015-01-08T00:00:00,-39.29723,5
2015-01-08T00:00:00,-38.29723,-14
2015-01-08T00:00:00,3.70276999999999,-6
2015-01-08T00:00:00,48.70277,-13
2015-01-08T00:00:00,-98.29723,12
2015-01-09T00:00:00,3.53386999999998,-6
2015-01-09T00:00:00,-104.46613,13
2015-01-09T00:00:00,-37.46613,5
2015-01-09T00:00:00,-115.46613,-18
2015-01-09T00:00:00,-37.46613,-14
2015-01-10T00:00:00,-37.63483,-14
2015-01-10T00:00:00,-104.63483,13
2015-01-10T00:00:00,-116.63483,-18
2015-01-10T00:00:00,-138.63483,-10
2015-01-10T00:00:00,4.36516999999998,-6
2015-01-10T00:00:00,-37.63483,7
2015-01-10T00:00:00,-77.63483,9
2015-01-11T00:00:00,-104.80332,14
2015-01-11T00:00:00,-136.80332,-11
2015-01-11T00:00:00,-35.80332,-16
2015-01-11T00:00:00,-117.80332,-18
2015-01-11T00:00:00,-37.80332,7
2015-01-11T00:00:00,-61.80332,0
2015-01-11T00:00:00,-77.80332,9
2015-01-11T00:00:00,5.19668000000001,-6
2015-01-12T00:00:00,-118.97162,-16
2015-01-12T00:00:00,-37.97162,-15
2015-01-12T00:00:00,-104.97162,16
2015-01-12T00:00:00,-61.97162,-1
2015-01-12T00:00:00,-137.97162,-11
2015-01-12T00:00:00,-75.97162,9
2015-01-12T00:00:00,-37.97162,7
2015-01-13T00:00:00,-38.13974,7
2015-01-13T00:00:00,-73.13974,9
2015-01-13T00:00:00,-62.13974,0
2015-01-13T00:00:00,-38.13974,-15
2015-01-13T00:00:00,-137.13974,-11
2015-01-13T00:00:00,-119.13974,-15
2015-01-14T00:00:00,-118.30767,-15
2015-01-14T00:00:00,-63.30767,1
2015-01-14T00:00:00,-136.30767,-11
2015-01-14T00:00:00,-39.30767,-16
2015-01-14T00:00:00,-38.30767,7
2015-01-14T00:00:00,-72.30767,9
2015-01-15T00:00:00,-73.47542,10
2015-01-15T00:00:00,-39.47542,7
2015-01-15T00:00:00,-64.47542,-1
2015-01-15T00:00:00,-119.47542,-15
2015-01-15T00:00:00,-43.47542,-16
2015-01-15T00:00:00,-136.47542,-11
2015-01-16T00:00:00,-121.64301,-16
2015-01-16T00:00:00,-136.64301,-11
2015-01-16T00:00:00,-71.64301,9
2015-01-16T00:00:00,164.35699,22
2015-01-17T00:00:00,155.18955,9
2015-01-17T00:00:00,-122.81045,-17
2015-01-17T00:00:00,165.18955,22
2015-01-17T00:00:00,-72.81045,9
2015-01-17T00:00:00,-136.81045,-12
2015-01-18T00:00:00,-137.97773,-11
2015-01-18T00:00:00,167.02227,22
2015-01-18T00:00:00,-123.97773,-16
2015-01-19T00:00:00,-138.14487,-11
2015-01-19T00:00:00,165.85513,21
2015-01-19T00:00:00,163.85513,-6
2015-01-19T00:00:00,-123.14487,-16
2015-01-19T00:00:00,170.85513,-23
2015-01-20T00:00:00,164.68811,-6
2015-01-20T00:00:00,-124.31189,-16
2015-01-20T00:00:00,103.68811,18
2015-01-20T00:00:00,171.68811,-23
2015-01-21T00:00:00,166.52122,-6
2015-01-21T00:00:00,104.52122,18
2015-01-21T00:00:00,172.52122,-21
2015-01-21T00:00:00,-122.47878,-15
2015-01-22T00:00:00,166.35444,-6
2015-01-22T00:00:00,171.35444,-21
2015-01-22T00:00:00,103.35444,18
2015-01-23T00:00:00,167.18777,-4
2015-01-23T00:00:00,86.18777,8
2015-01-23T00:00:00,55.18777,-10
2015-01-23T00:00:00,173.18777,-21
2015-01-23T00:00:00,105.18777,18
2015-01-24T00:00:00,87.02119,8
2015-01-24T00:00:00,167.02119,-5
2015-01-24T00:00:00,103.02119,18
2015-01-24T00:00:00,49.02119,-10
2015-01-24T00:00:00,54.02119,-18
2015-01-25T00:00:00,86.854682,9
2015-01-25T00:00:00,47.854682,-10
2015-01-25T00:00:00,165.854682,-5
2015-01-25T00:00:00,102.854682,18
2015-01-26T00:00:00,166.68825,-5
2015-01-26T00:00:00,73.68825,18
2015-01-26T00:00:00,88.68825,9
2015-01-26T00:00:00,47.68825,-10
2015-01-27T00:00:00,47.521876,-11
2015-01-27T00:00:00,66.521876,-3
2015-01-27T00:00:00,9.52187600000001,13
2015-01-27T00:00:00,74.521876,-3
2015-01-27T00:00:00,83.521876,-16
2015-01-27T00:00:00,73.521876,17
2015-01-27T00:00:00,91.521876,7
2015-01-28T00:00:00,68.35555,-3
2015-01-28T00:00:00,7.35555,13
2015-01-28T00:00:00,74.35555,18
2015-01-28T00:00:00,92.35555,7
2015-01-28T00:00:00,82.35555,-17
2015-01-28T00:00:00,47.35555,-10
2015-01-29T00:00:00,73.18926,18
2015-01-29T00:00:00,69.18926,3
2015-01-29T00:00:00,48.18926,-10
2015-01-29T00:00:00,12.18926,12
2015-01-29T00:00:00,18.18926,-7
2015-01-29T00:00:00,-23.81074,7
2015-01-29T00:00:00,94.18926,7
2015-01-29T00:00:00,83.18926,-17
2015-01-30T00:00:00,47.022993,-10
2015-01-30T00:00:00,83.022993,-17
2015-01-30T00:00:00,71.022993,-4
2015-01-30T00:00:00,12.022993,12
2015-01-30T00:00:00,-30.977007,7
2015-01-30T00:00:00,18.022993,-7
2015-01-30T00:00:00,74.022993,17
2015-01-30T00:00:00,6.022993,-9
2015-01-31T00:00:00,-30.143263,8
2015-01-31T00:00:00,71.856737,-3
2015-01-31T00:00:00,83.856737,-17
2015-01-31T00:00:00,6.856737,-8
2015-01-31T00:00:00,11.856737,12
2015-01-31T00:00:00,17.856737,-7
2015-01-31T00:00:00,47.856737,-10
2015-01-31T00:00:00,74.856737,17
2015-02-01T00:00:00,19.6904802,-7
2015-02-01T00:00:00,83.6904802,-17
2015-02-01T00:00:00,73.6904802,17
2015-02-01T00:00:00,72.6904802,-3
2015-02-01T00:00:00,7.6904802,-8
2015-02-01T00:00:00,-29.3095198,8
2015-02-01T00:00:00,47.6904802,-10
2015-02-01T00:00:00,12.6904802,12
2015-02-02T00:00:00,72.52421,-3
2015-02-02T00:00:00,74.52421,18
2015-02-02T00:00:00,47.52421,-11
2015-02-02T00:00:00,-29.47579,8
2015-02-02T00:00:00,84.52421,-17
2015-02-02T00:00:00,12.52421,13
2015-02-03T00:00:00,48.35791,-11
2015-02-03T00:00:00,13.35791,13
2015-02-03T00:00:00,35.35791,-19
2015-02-03T00:00:00,-77.64209,-9
2015-02-03T00:00:00,-28.64209,8
2015-02-04T00:00:00,35.19157,-21
2015-02-04T00:00:00,-29.80843,9
2015-02-04T00:00:00,35.19157,-21
2015-02-04T00:00:00,-29.80843,9
2015-02-04T00:00:00,-77.80843,-6
2015-02-05T00:00:00,36.02518,-19
2015-02-05T00:00:00,-78.97482,-8
2015-02-05T00:00:00,-109.97482,13
2015-02-05T00:00:00,-30.97482,8
2015-02-06T00:00:00,-108.14128,13
2015-02-06T00:00:00,-77.14128,-8
2015-02-06T00:00:00,-30.14128,-8
2015-02-07T00:00:00,-109.30783,14
2015-02-07T00:00:00,-76.30783,-7
2015-02-07T00:00:00,-31.30783,9
2015-02-08T00:00:00,-111.47447,13
2015-02-08T00:00:00,-31.47447,9
2015-02-08T00:00:00,-75.47447,-8
2015-02-08T00:00:00,-164.47447,15
2015-02-09T00:00:00,-166.64122,15
2015-02-09T00:00:00,-76.64122,-7
2015-02-09T00:00:00,-31.64122,9
2015-02-09T00:00:00,-110.64122,14
2015-02-10T00:00:00,-165.8081,14
2015-02-10T00:00:00,-74.8081,-7
2015-02-10T00:00:00,-108.8081,14
2015-02-10T00:00:00,-31.8081,9
2015-02-11T00:00:00,-33.97511,8
2015-02-11T00:00:00,-74.97511,-7
2015-02-11T00:00:00,-175.97511,11
2015-02-11T00:00:00,-107.97511,12
2015-02-12T00:00:00,-107.14228,13
2015-02-12T00:00:00,-75.14228,-7
2015-02-12T00:00:00,-172.14228,11
2015-02-13T00:00:00,-143.30963,6
2015-02-13T00:00:00,-73.30963,-6
2015-02-13T00:00:00,-170.30963,10
2015-02-14T00:00:00,136.52285,14
2015-02-14T00:00:00,-143.47715,6
2015-02-14T00:00:00,-72.47715,-9
2015-02-14T00:00:00,-171.47715,10
2015-02-15T00:00:00,136.35512,13
2015-02-15T00:00:00,-142.64488,7
2015-02-15T00:00:00,-171.64488,11
2015-02-16T00:00:00,-169.81282,11
2015-02-16T00:00:00,-179.81282,-9
2015-02-16T00:00:00,137.18718,14
2015-02-17T00:00:00,137.01901,15
2015-02-17T00:00:00,-177.98099,-9
2015-02-17T00:00:00,-169.98099,11
2015-02-18T00:00:00,-169.14941,11
2015-02-18T00:00:00,135.85059,14
2015-02-18T00:00:00,-177.14941,-8
2015-02-19T00:00:00,-169.3181,11
2015-02-19T00:00:00,56.6819,19
2015-02-19T00:00:00,165.6819,-7
2015-02-19T00:00:00,-167.3181,-18
2015-02-19T00:00:00,135.6819,14
2015-02-19T00:00:00,57.6819,-7
2015-02-19T00:00:00,105.6819,14
2015-02-20T00:00:00,59.51294,19
2015-02-20T00:00:00,105.51294,14
2015-02-20T00:00:00,-166.48706,-20
2015-02-20T00:00:00,-170.48706,10
2015-02-20T00:00:00,165.51294,-7
2015-02-20T00:00:00,58.51294,-7
2015-02-21T00:00:00,104.34369,14
2015-02-21T00:00:00,57.34369,-7
2015-02-21T00:00:00,166.34369,-8
2015-02-21T00:00:00,57.34369,19
2015-02-22T00:00:00,105.174129,14
2015-02-22T00:00:00,56.174129,19
2015-02-22T00:00:00,58.174129,-7
2015-02-22T00:00:00,167.174129,-8
2015-02-23T00:00:00,107.004242,15
2015-02-23T00:00:00,57.004242,-7
2015-02-23T00:00:00,56.004242,20
2015-02-23T00:00:00,76.004242,13
2015-02-24T00:00:00,10.834015,-9
2015-02-24T00:00:00,55.834015,20
2015-02-24T00:00:00,106.834015,14
2015-02-25T00:00:00,55.663431,20
2015-02-25T00:00:00,9.663431,-9
2015-02-25T00:00:00,106.663431,14
2015-02-25T00:00:00,57.663431,-9
2015-02-26T00:00:00,9.492477,-8
2015-02-26T00:00:00,56.492477,19
2015-02-26T00:00:00,57.492477,-10
2015-02-26T00:00:00,106.492477,14
2015-02-27T00:00:00,57.321135,19
2015-02-27T00:00:00,58.321135,-10
2015-02-27T00:00:00,-20.678865,6
2015-02-28T00:00:00,-20.8506091,6
2015-02-28T00:00:00,22.1493909,-14
2015-02-28T00:00:00,58.1493909,19
2015-03-01T00:00:00,22.97723,-14
2015-03-01T00:00:00,-20.02277,6
2015-03-01T00:00:00,10.97723,-9
2015-03-01T00:00:00,57.97723,22
2015-03-02T00:00:00,12.80463,-9
2015-03-02T00:00:00,24.80463,-14
2015-03-02T00:00:00,64.80463,20
2015-03-02T00:00:00,12.80463,-9
2015-03-03T00:00:00,-19.36841,6
2015-03-03T00:00:00,12.63159,-8
2015-03-03T00:00:00,62.63159,22
2015-03-03T00:00:00,24.63159,-14
2015-03-04T00:00:00,-18.54192,6
2015-03-04T00:00:00,14.45808,-8
2015-03-05T00:00:00,-19.7159,5
2015-03-05T00:00:00,12.2841,-8
2015-03-06T00:00:00,-17.89038,5
2015-03-06T00:00:00,-17.89038,-8
2015-03-07T00:00:00,-165.06536,-17
2015-03-07T00:00:00,-108.06536,-11
2015-03-07T00:00:00,-16.06536,5
2015-03-08T00:00:00,-163.24087,-17
2015-03-09T00:00:00,-162.41691,-17
2015-03-10T00:00:00,-162.5935,-16
2015-03-11T00:00:00,-162.77065,-16
2015-03-12T00:00:00,-111.94839,-11
2015-03-12T00:00:00,-163.94839,-16
2015-03-13T00:00:00,-163.12671,-16
2015-03-13T00:00:00,-111.12671,-11
2015-03-13T00:00:00,136.87329,-7
2015-03-14T00:00:00,-125.30563,13
2015-03-14T00:00:00,-110.30563,-11
2015-03-14T00:00:00,136.69437,-7
2015-03-14T00:00:00,170.69437,-16
2015-03-14T00:00:00,-163.30563,-17
2015-03-15T00:00:00,170.51483,-16
2015-03-15T00:00:00,-164.48517,-17
2015-03-15T00:00:00,138.51483,-5
2015-03-16T00:00:00,138.33467,-5
2015-03-16T00:00:00,170.33467,-17
2015-03-16T00:00:00,-164.66533,-18
2015-03-17T00:00:00,-163.84614,-17
2015-03-17T00:00:00,171.15386,-16
2015-03-17T00:00:00,139.15386,-4
2015-03-18T00:00:00,-175.0276,10
2015-03-18T00:00:00,-165.0276,-16
2015-03-18T00:00:00,65.9724,19
2015-03-18T00:00:00,171.9724,-16
2015-03-19T00:00:00,66.79028,19
2015-03-19T00:00:00,-163.20972,10
2015-03-19T00:00:00,-165.20972,-17
2015-03-20T00:00:00,135.60749,17
2015-03-20T00:00:00,-167.39251,-17
2015-03-20T00:00:00,142.60749,-4
2015-03-20T00:00:00,-171.39251,12
2015-03-20T00:00:00,65.60749,18
2015-03-21T00:00:00,66.423991,19
2015-03-21T00:00:00,136.423991,16
