event_starttime,hgc_x,hgc_y
1998-01-01T00:00:00,-52.82184,21
1998-01-01T00:00:00,-79.82184,-29
1998-01-01T00:00:00,-88.82184,29
1998-01-01T00:00:00,-12.82184,-21
1998-01-02T00:00:00,-10.99224,-21
1998-01-02T00:00:00,-78.99224,-29
1998-01-02T00:00:00,-51.99224,22
1998-01-03T00:00:00,-52.16241,20
1998-01-03T00:00:00,-13.16241,-22
1998-01-03T00:00:00,-80.16241,-28
1998-01-04T00:00:00,-54.33233,21
1998-01-04T00:00:00,-81.33233,-28
1998-01-05T00:00:00,-82.50203,-28
1998-01-05T00:00:00,-55.50203,22
1998-01-06T00:00:00,-51.67149,23
1998-01-06T00:00:00,-88.67149,23
1998-01-07T00:00:00,-91.84074,-29
1998-01-07T00:00:00,-89.84074,24
1998-01-11T00:00:00,132.48439,-26
1998-01-12T00:00:00,65.31617,15
1998-01-12T00:00:00,114.31617,4
1998-01-12T00:00:00,128.31617,-24
1998-01-12T00:00:00,135.31617,-18
1998-01-13T00:00:00,121.14813,-23
1998-01-13T00:00:00,136.14813,-19
1998-01-13T00:00:00,64.14813,16
1998-01-14T00:00:00,42.98027,-17
1998-01-14T00:00:00,121.98027,-22
1998-01-14T00:00:00,136.98027,-19
1998-01-15T00:00:00,120.812586,-22
1998-01-15T00:00:00,42.812586,-17
1998-01-16T00:00:00,120.645061,-23
1998-01-16T00:00:00,42.645061,-16
1998-01-17T00:00:00,121.477689,-24
1998-01-17T00:00:00,62.477689,-16
1998-01-17T00:00:00,46.477689,-17
1998-01-17T00:00:00,96.477689,15
1998-01-17T00:00:00,121.477689,-44
1998-01-18T00:00:00,22.310463,14
1998-01-18T00:00:00,120.310463,-23
1998-01-18T00:00:00,120.310463,-43
1998-01-18T00:00:00,61.310463,-15
1998-01-18T00:00:00,44.310463,-18
1998-01-18T00:00:00,96.310463,15
1998-01-19T00:00:00,97.143373,16
1998-01-19T00:00:00,22.143373,13
1998-01-19T00:00:00,43.143373,-18
1998-01-19T00:00:00,120.143373,-23
1998-01-19T00:00:00,122.143373,-42
1998-01-20T00:00:00,120.976411,-24
1998-01-20T00:00:00,41.976411,-18
