event_starttime,hgc_x,hgc_y
2018-01-05T00:00:00,-26.65449,18
2018-01-06T00:00:00,-27.824,19
2018-01-07T00:00:00,-27.99329,19
2018-01-08T00:00:00,-28.16236,20
2018-01-09T00:00:00,-116.33122,-32
2018-01-10T00:00:00,-115.49987,-32
2018-01-11T00:00:00,-115.66832,-32
2018-01-12T00:00:00,-99.83658,-8
2018-01-16T00:00:00,123.49218,-11
2018-01-17T00:00:00,123.32478,-13
2018-01-18T00:00:00,124.15753,-13
2018-01-19T00:00:00,123.99042,-12
2018-01-20T00:00:00,124.823433,-12
2018-01-31T00:00:00,-97.00779,-10
2018-02-01T00:00:00,-95.17405,-9
2018-02-03T00:00:00,-165.50663,-3
2018-02-05T00:00:00,171.16061,-4
2018-02-06T00:00:00,167.99413,-6
2018-02-07T00:00:00,167.82757,-8
2018-02-08T00:00:00,166.66091,-8
2018-02-09T00:00:00,167.49413,-6
2018-02-10T00:00:00,166.32722,-7
2018-02-11T00:00:00,165.16017,-7
2018-02-12T00:00:00,166.99297,-7
2018-02-13T00:00:00,168.82559,-7
2018-02-14T00:00:00,170.65802,-7
2018-02-15T00:00:00,167.49024,-8
2018-02-16T00:00:00,168.32225,-8
2018-02-17T00:00:00,169.154025,-8
2018-02-27T00:00:00,-31.54457,6
2018-02-28T00:00:00,-29.71641,6
2018-03-01T00:00:00,-29.88866,7
2018-03-02T00:00:00,-29.06136,8
2018-03-03T00:00:00,-29.2345,7
2018-03-16T00:00:00,99.466957,-12
2018-03-18T00:00:00,112.104402,21
2018-03-19T00:00:00,111.922133,19
2018-04-01T00:00:00,-166.51239,-8
2018-04-13T00:00:00,31.12409,10
2018-04-14T00:00:00,32.921863,12
2018-04-15T00:00:00,31.718821,12
2018-04-20T00:00:00,-78.30856,4
2018-04-21T00:00:00,-79.51646,4
2018-04-22T00:00:00,-79.72516,4
2018-04-22T00:00:00,-65.72516,-10
2018-04-23T00:00:00,-78.93465,3
2018-04-24T00:00:00,-79.14493,2
2018-04-25T00:00:00,-77.35599,2
2018-04-26T00:00:00,-79.56784,3
2018-04-27T00:00:00,-75.78046,3
2018-04-28T00:00:00,-75.99385,3
2018-05-05T00:00:00,98.49154,-9
2018-05-06T00:00:00,99.27228,-8
2018-05-07T00:00:00,99.05233,-10
2018-05-08T00:00:00,99.83169,-11
2018-05-09T00:00:00,33.610384,5
2018-05-09T00:00:00,99.610384,-9
2018-05-10T00:00:00,33.388414,5
2018-05-10T00:00:00,98.388414,-10
2018-05-11T00:00:00,34.165792,5
2018-05-12T00:00:00,34.942531,5
2018-05-13T00:00:00,34.718642,6
2018-05-14T00:00:00,34.494138,4
2018-05-23T00:00:00,-138.55196,17
2018-05-24T00:00:00,-137.7819,18
2018-05-24T00:00:00,-71.7819,6
2018-05-25T00:00:00,-138.01229,17
2018-05-27T00:00:00,-69.47443,7
2018-05-27T00:00:00,177.52557,15
2018-05-28T00:00:00,179.29387,15
2018-05-28T00:00:00,-68.70613,5
2018-05-29T00:00:00,176.06177,15
2018-05-30T00:00:00,175.82927,16
2018-05-31T00:00:00,176.59641,16
2018-06-01T00:00:00,177.36318,16
2018-06-02T00:00:00,177.12962,16
2018-06-03T00:00:00,175.89573,15
2018-06-04T00:00:00,177.66153,14
2018-06-05T00:00:00,178.42705,14
2018-06-13T00:00:00,-73.45738,3
2018-06-14T00:00:00,-73.69376,6
2018-06-15T00:00:00,-73.93025,5
2018-06-16T00:00:00,-74.16686,5
2018-06-17T00:00:00,-72.40356,5
2018-06-18T00:00:00,-72.64034,5
2018-06-19T00:00:00,-70.87718,5
2018-06-19T00:00:00,-42.87718,8
2018-06-20T00:00:00,-73.11406,5
2018-06-20T00:00:00,-43.11406,8
2018-06-20T00:00:00,-129.11406,7
2018-06-21T00:00:00,-43.35097,8
2018-06-21T00:00:00,-72.35097,5
2018-06-21T00:00:00,-130.35097,8
2018-06-22T00:00:00,-71.58789,5
2018-06-22T00:00:00,-129.58789,8
2018-06-22T00:00:00,-43.58789,8
2018-06-23T00:00:00,-128.82481,8
2018-06-23T00:00:00,-72.82481,5
2018-06-24T00:00:00,-71.0617,5
2018-06-24T00:00:00,-129.0617,8
2018-06-25T00:00:00,-129.29856,7
2018-06-26T00:00:00,-128.53537,8
2018-06-27T00:00:00,-128.77211,7
2018-07-22T00:00:00,-160.6266,16
2018-08-02T00:00:00,24.866149,-7
2018-08-03T00:00:00,26.641006,-8
2018-08-15T00:00:00,-167.02089,-8
2018-08-16T00:00:00,-167.23929,-7
2018-08-17T00:00:00,-167.45714,-8
2018-08-18T00:00:00,-167.67446,-7
2018-08-19T00:00:00,-167.89123,-7
2018-08-20T00:00:00,132.89253,-6
2018-08-21T00:00:00,133.67684,-7
2018-08-22T00:00:00,134.46169,-12
2018-08-23T00:00:00,133.24709,-6
