event_starttime,hgc_x,hgc_y
2020-01-03T00:00:00,-6.444934,-35
2020-01-05T00:00:00,-2.784893,-35
2020-01-06T00:00:00,-3.9545229,-35
2020-01-07T00:00:00,-5.12392999999997,-35
2020-01-10T00:00:00,17.36916,22
2020-01-11T00:00:00,17.20061,23
2020-01-25T00:00:00,84.85804,4
2020-01-26T00:00:00,87.69159,3
2020-01-27T00:00:00,89.525198,4
2020-01-28T00:00:00,89.35886,5
2020-01-29T00:00:00,90.192561,4
2020-01-30T00:00:00,91.026289,4
2020-01-31T00:00:00,91.860031,4
2020-02-01T00:00:00,92.693777,4
2020-02-02T00:00:00,93.5275116,3
2020-03-09T00:00:00,-130.58709,-29
2020-03-10T00:00:00,-129.76407,-30
2020-04-01T00:00:00,-98.8234,28
2020-04-02T00:00:00,-99.01634,28
2020-04-03T00:00:00,-96.21007,28
2020-04-04T00:00:00,-97.40459,27
2020-04-05T00:00:00,-99.59991,28
2020-04-26T00:00:00,-54.88854,-7
2020-04-27T00:00:00,-55.10153,-7
2020-04-28T00:00:00,-54.31528,-7
2020-04-30T00:00:00,-53.74506,-6
2020-04-30T00:00:00,-22.74506,24
2020-05-01T00:00:00,-52.96107,-7
2020-05-01T00:00:00,-22.96107,23
2020-05-01T00:00:00,-99.96107,32
2020-06-02T00:00:00,165.79864,35
2020-06-16T00:00:00,113.500801,-26
2020-07-11T00:00:00,121.597981,5
2020-07-23T00:00:00,-160.18565,-22
2020-07-29T00:00:00,-160.55611,-20
2020-07-29T00:00:00,113.44389,25
2020-07-31T00:00:00,111.9907,26
2020-07-31T00:00:00,-162.0093,-20
2020-08-02T00:00:00,111.53943,26
2020-08-03T00:00:00,-162.68547,-22
2020-08-04T00:00:00,58.090122,27
2020-08-04T00:00:00,27.090122,21
2020-08-11T00:00:00,23.5335669,23
2020-08-13T00:00:00,24.09355,23
2020-08-14T00:00:00,-64.12566,-18
2020-08-19T00:00:00,-63.21363,18
2020-08-21T00:00:00,-62.64502,17
2020-09-24T00:00:00,83.33792,28
2020-09-26T00:00:00,86.942,27
2020-10-10T00:00:00,-50.78698,-25
2020-10-10T00:00:00,-89.78698,-23
2020-10-11T00:00:00,-49.97929,-24
2020-10-11T00:00:00,-87.97929,-24
2020-10-12T00:00:00,-49.17128,-24
2020-10-12T00:00:00,-88.17128,-23
2020-10-13T00:00:00,-87.36296,-23
2020-10-15T00:00:00,160.25461,-13
2020-10-16T00:00:00,161.06386,-12
2020-10-17T00:00:00,161.8734,-14
2020-10-18T00:00:00,160.68323,-13
2020-10-19T00:00:00,162.49336,-14
2020-10-19T00:00:00,-107.50664,-24
2020-10-20T00:00:00,165.30377,-13
2020-10-21T00:00:00,165.11447,-13
2020-10-26T00:00:00,166.172079,-14
2020-10-27T00:00:00,86.984406,-19
2020-10-28T00:00:00,86.796995,-19
2020-10-29T00:00:00,87.609844,-20
2020-10-29T00:00:00,76.609844,-15
2020-10-30T00:00:00,86.42295,-20
2020-10-30T00:00:00,75.42295,-17
2020-10-31T00:00:00,74.236312,-15
2020-10-31T00:00:00,87.236312,-20
2020-11-01T00:00:00,76.0499281,-16
2020-11-01T00:00:00,84.0499281,-22
2020-11-02T00:00:00,75.8638,-17
2020-11-03T00:00:00,-79.32209,20
2020-11-04T00:00:00,-101.50772,-23
2020-11-05T00:00:00,-103.6931,-25
2020-11-06T00:00:00,-107.87824,-24
2020-11-06T00:00:00,-76.87824,20
2020-11-07T00:00:00,-105.06313,-23
2020-11-07T00:00:00,-81.06313,19
2020-11-08T00:00:00,-104.24777,-23
2020-11-08T00:00:00,-82.24777,20
2020-11-09T00:00:00,-104.43217,-23
2020-11-09T00:00:00,-84.43217,20
2020-11-10T00:00:00,-105.61633,-23
2020-11-11T00:00:00,-104.80024,-23
2020-11-12T00:00:00,-105.9839,-23
